ID,Title,Definition
5.1.4.13,Media Organization,"A formal organization involved in producing and distributing news, entertainment, or other information to a mass audience. (e.g., Newspaper Publisher, Broadcasting Network, Film Studio, Publishing House)."
5.1.4.14,Research Organization (Independent),"A formal organization primarily dedicated to conducting research, not necessarily affiliated with a university."
5.1.4.2,Non-Governmental Organization (NGO) / Non-Profit Organization (NPO),"An organization that operates independently of government, typically for social, charitable, or advocacy purposes, not primarily for profit."
5.1.4.2.1,Charitable Organization,(focused on philanthropy and social well-being)
5.1.4.2.2,Advocacy Organization,(focused on influencing public policy or opinion)
5.1.4.2.3,Service Delivery Organization,(Non-Profit) (focused on providing specific services like healthcare or education)
5.1.4.2.4,Foundation (Grant-Making),A non-profit organization that supports other organizations or individuals through grants.
5.1.4.2.5,Think Tank,An organization that conducts research and advocacy on policy issues.
5.1.4.3,Business Enterprise / For-Profit Organization,An organization primarily aiming to generate profit for its owners.
5.1.4.3.1,Sole Proprietorship,
5.1.4.3.2,Partnership,(Business)
5.1.4.3.3,Corporation,
5.1.4.3.3.1,Publicly Traded Corporation,
5.1.4.3.3.2,Privately Held Corporation,
5.1.4.3.3.3,Multinational Corporation,(MNC)
5.1.4.3.3.4,Small and Medium-sized Enterprise,(SME) (as a corporate form)
5.1.4.3.4,Cooperative (Business),A business owned and operated by and for its members.
5.1.4.3.5,State-Owned Enterprise (SOE) (Commercial),A business enterprise owned by the state but operating on a commercial basis.
5.1.4.3.6,Social Enterprise (For-Profit Structure),A for-profit business with explicit social objectives as a core part of its mission.
5.1.4.4,Educational Institution,A formal organization dedicated to education and learning.
5.1.4.4.1,School,(K-12)
5.1.4.4.2,College / University,
5.1.4.4.3,Vocational Training Institution,
5.1.4.4.4,Research Institute,(Affiliated with Educational Institution)
5.1.4.5,Healthcare Organization,A formal organization providing medical or health-related services.
5.1.4.5.1,Hospital,
5.1.4.5.2,Clinic / Medical Practice,
5.1.4.5.3,Pharmaceutical Company,
5.1.4.6,Religious Organization (Institutional),"A formal, structured organization dedicated to religious worship, administration, propagation, or service. (e.g., a specific church denomination, a diocese, a religious order, a missionary society)."
5.1.4.7,Political Organization,A formal organization involved in political processes or governance.
5.1.4.7.1,Political Party,
5.1.4.7.2,Lobbying Firm / Interest Group Organization,
5.1.4.8,Military Organization,"A formal organization authorized by a state (or other recognized authority) to use force, particularly lethal force, in defense or pursuit of its interests."
5.1.4.9,Cultural Organization,"A formal organization focused on creating, preserving, exhibiting, or promoting cultural works or heritage."
5.1.4.9.1,Museum,
5.1.4.9.2,Library,(as an organization)
5.1.4.9.3,Performing Arts Company,"(e.g., orchestra, theater company, dance troupe)"
5.1.4.9.4,Archive,(as an organization)
5.1.5,Social Network Entity (Relational Structure),"A social entity defined by a specific set of conscious agents (nodes) and the pattern of their interrelationships (ties), considered as a bounded collective unit."
5.1.5.1,Personal Network Entity,"The set of direct and indirect social connections surrounding a focal individual, considered as a collective unit."
5.1.5.2,Organizational Communication Network Entity,"The pattern of communication relationships among members within a formal organization, viewed as a distinct entity."
5.1.5.3,Inter-Organizational Network Entity,"The pattern of relationships connecting multiple formal organizations, considered as a collective unit. (e.g., a strategic alliance network, a supply chain network)."
5.1.5.4,Online Social Platform User Network Entity,"The entire collection of users and their declared connections on a specific online social platform, considered as a single, bounded social entity (distinct from the platform technology itself)."
5.1.5.5,Co-authorship Network Entity,"The collection of researchers (agents) and their co-authorship links (relationships), representing a collaborative intellectual structure."
5.1.5.6,Elite Network Entity,A network entity composed of individuals holding prominent positions of power or influence within or across societal sectors.
5.1.6,Crowd,"A temporary, relatively unstructured gathering of a large number of individuals in close physical proximity, often sharing a common focus of attention but typically lacking the cohesion of more organized groups."
5.1.6.1,Casual Crowd,"A crowd that comes together spontaneously with loose organization and little sustained interaction (e.g., people on a busy street, shoppers in a mall at a given moment)."
5.1.6.2,Conventional Crowd,"A crowd that gathers for a scheduled event and shares a common focus, with behavior governed by established norms (e.g., audience at a concert, attendees at a sporting event)."
5.1.6.3,Expressive Crowd,"A crowd that forms to express an emotion or release tension, often at events like rallies, concerts, or celebrations (e.g., a New Year's Eve crowd, a sports crowd celebrating)."
5.1.6.4,Acting Crowd,"A crowd that engages in overt, often collective, action, which can be volatile and emotionally charged (e.g., a mob, a riot, a panic-stricken crowd fleeing danger)."
5.1.6.5,Protest Crowd / Demonstration Group,"A crowd gathered to publicly express objection or support for a cause, policy, or event."
5.1.7,Population Segment / Demographic Group,"A social entity consisting of a collection of individuals within a larger population, defined by shared demographic, social, or statistical characteristics, and often treated as a distinct unit for social analysis, policy, or address."
5.1.7.1,Age Cohort,"(e.g., Generation Z, Baby Boomers, Senior Citizens as a demographic group)."
5.1.7.2,Gender-Defined Group,"(as a social category, e.g., women as a demographic in workforce studies)."
5.1.7.3,Socioeconomic Class Segment,"(e.g., the population segment identified as 'upper-middle class' in a survey)."
5.1.7.4,Electorate / Voter Segment,"(e.g., registered voters in a district, a segment of undecided voters)."
5.1.7.5,Consumer Segment / Market Segment,"(e.g., early adopters of technology, luxury goods consumers)."
5.1.7.6,Audience Segment,"(e.g., prime-time television viewers, readers of a specific genre)."
5.1.7.7,Ethnic or Racial Demographic Group,(as defined for statistical or social analysis purposes).
5.1.8,Society,"A large-scale, enduring, and relatively self-sufficient social entity comprising individuals and groups interconnected through a complex web of relationships, sharing a common culture, and typically occupying a defined territory and organized under a common political and economic system."
5.1.8.1,Nation-State Society,a society coterminous with the territory and government of a sovereign state.
5.1.8.1.1,City-State Society,a Nation-State Society organized around a single dominant urban centre and its immediate hinterland.
5.1.8.1.1.1,Caral,"the principal urban polity of the Norte Chico civilization in coastal Peru, noted for its monumental plazas and centralized authority (c. 3500–3000 BCE)."
5.1.8.1.1.10,Phoenician,
5.1.8.1.1.10.1,Tyre,"a Phoenician maritime trade society on the Levantine coast, famed for purple dye, shipbuilding, and colonization (c. 1200–538 BCE)."
5.1.8.1.1.10.2,Sidon,"the Phoenician city-state in the Levant, noted for purple dye and maritime commerce (c. 3000–550 BCE)."
5.1.8.1.1.10.3,Byblos,"the ancient Levantine city-state, early adopter of alphabetic script and trade (c. 5000–332 BCE)."
5.1.8.1.1.10.4,Arwad,"the island city-state off Syria, important Phoenician naval station (c. 1300 BCE–64 BCE)."
5.1.8.1.1.10.5,Utica,"the Phoenician colony on North Africa’s coast, early rival to Carthage (c. 1101–146 BCE)."
5.1.8.1.1.10.6,Gadir (Gades),"the Phoenician colony on the Iberian Atlantic coast, one of the oldest Western Mediterranean settlements (c. 1100–206 BCE)."
5.1.8.1.1.11,Etruscan,
5.1.8.1.1.11.1,Veii,"an Etruscan city-state north of Rome, rival of early Roman monarchy and Republic (c. 8th–4th centuries BCE; destroyed 396 BCE)."
5.1.8.1.1.11.2,Tarquinia,"a major Etruscan city-state on the Tyrrhenian coast, noted for its painted tombs and maritime trade (c. 8th–3rd centuries BCE)."
5.1.8.1.1.11.3,Caere (Cerveteri),"an Etruscan city-state in southern Etruria, famed for its tumulus necropolises and trade networks (c. 9th–3rd centuries BCE)."
5.1.8.1.1.11.4,Vulci,"an Etruscan city-state in southern Etruria, noted for its wealth, art, and iron-smelting (c. 8th–3rd centuries BCE)."
5.1.8.1.1.11.5,Volsinii (Orvieto),"an Etruscan city-state in central Italy, renowned for its bronze industry; destroyed by Rome in 264 BCE (c. 7th–3rd centuries BCE)."
5.1.8.1.1.11.6,Populonia,the principal Etruscan port and centre of iron smelting on the Tyrrhenian coast (c. 8th–3rd centuries BCE).
5.1.8.1.1.11.7,Felsina (Bologna),"an Etruscan city-state in northern Italy, precursor to the Roman colony Bononia (c. 6th–3rd centuries BCE)."
